,company,Date,Open,High,Low,Close,No. of Shares
3042,ANDHRAPET,2022-06-22,78.0000,79.8000,75.2000,78.9500,91572
3043,ANDHRAPET,2022-06-21,76.2500,78.7500,73.8500,77.9000,95381
3044,ANDHRAPET,2022-06-20,78.9500,79.7000,72.0000,73.0500,111964
3045,ANDHRAPET,2022-06-17,80.0000,81.1000,76.4000,78.9500,83639
3046,ANDHRAPET,2022-06-16,85.9000,85.9000,80.5500,81.0000,81619
3047,ANDHRAPET,2022-06-15,83.3000,85.4500,83.2000,83.5000,41969
3048,ANDHRAPET,2022-06-14,85.8500,86.4000,82.8000,83.3000,78527
3049,ANDHRAPET,2022-06-13,84.0000,87.0000,84.0000,84.4500,77328
3050,ANDHRAPET,2022-06-10,87.0000,87.9000,86.0500,87.2500,39633
3051,ANDHRAPET,2022-06-09,90.3500,90.7000,87.0000,87.5000,97896
3052,ANDHRAPET,2022-06-08,91.0000,91.4500,88.0000,88.6500,112488
3053,ANDHRAPET,2022-06-07,89.4000,91.9000,87.4000,89.8500,195600
3054,ANDHRAPET,2022-06-06,90.4000,90.4000,86.3500,87.8500,123528
3055,ANDHRAPET,2022-06-03,90.3500,91.8000,89.1000,89.4000,83977
3056,ANDHRAPET,2022-06-02,90.5000,91.9000,89.3000,89.9500,94873
3057,ANDHRAPET,2022-06-01,89.4500,91.2500,87.1000,89.8500,150423
3058,ANDHRAPET,2022-05-31,85.9500,91.4000,85.9500,89.4000,212209
3059,ANDHRAPET,2022-05-30,90.0000,90.7000,83.9000,86.5000,224300
3060,ANDHRAPET,2022-05-27,88.1000,92.9500,87.5000,88.4000,181614
3061,ANDHRAPET,2022-05-26,87.0000,88.9000,82.0000,87.5500,632954
3062,ANDHRAPET,2022-05-25,100.0000,101.4500,95.0000,95.3500,125230
3063,ANDHRAPET,2022-05-24,105.2000,105.9000,99.0500,100.3000,117829
3064,ANDHRAPET,2022-05-23,107.9000,109.0500,104.4000,106.9000,125111
3065,ANDHRAPET,2022-05-20,104.4000,107.1000,104.0000,106.4500,165640
3066,ANDHRAPET,2022-05-19,102.0000,103.6000,98.6000,100.8500,104040
3067,ANDHRAPET,2022-05-18,104.4000,109.5000,103.9000,106.0000,152434
3068,ANDHRAPET,2022-05-17,102.4500,104.0000,101.1000,102.6000,94980
3069,ANDHRAPET,2022-05-16,101.0000,102.0500,99.0500,101.0500,63262
3070,ANDHRAPET,2022-05-13,97.4500,101.0000,96.7000,98.3000,137593
3071,ANDHRAPET,2022-05-12,97.4500,97.4500,93.3500,95.5000,104244
3072,ANDHRAPET,2022-05-11,100.1000,102.2500,91.5500,97.2500,231216
3073,ANDHRAPET,2022-05-10,103.5000,105.4500,100.1000,100.6000,186344
3074,ANDHRAPET,2022-05-09,108.1500,108.9000,100.1000,104.0000,119135
3075,ANDHRAPET,2022-05-06,109.6000,112.9000,107.1500,108.1500,158936
3076,ANDHRAPET,2022-05-05,116.9000,116.9000,113.2500,114.1500,103088
3077,ANDHRAPET,2022-05-04,116.2500,121.0000,112.5000,113.6000,172932
3078,ANDHRAPET,2022-05-02,116.5500,116.9000,114.9000,115.3500,97514
3079,ANDHRAPET,2022-04-29,118.9000,121.0000,117.1000,118.3000,133693
3080,ANDHRAPET,2022-04-28,119.0000,121.8500,117.0000,117.8000,150413
3081,ANDHRAPET,2022-04-27,118.0500,119.8500,116.0000,117.5500,128548
3082,ANDHRAPET,2022-04-26,121.0000,122.2000,118.7000,119.2000,120898
3083,ANDHRAPET,2022-04-25,123.1000,123.7000,118.1500,120.3000,230096
3084,ANDHRAPET,2022-04-22,125.0000,128.5000,124.1500,125.2000,256928
3085,ANDHRAPET,2022-04-21,134.0000,134.0000,125.0000,126.0000,600239
3086,ANDHRAPET,2022-04-20,116.0500,130.7000,116.0500,127.6500,985670
3087,ANDHRAPET,2022-04-19,117.9000,120.0000,115.0000,117.5000,375215
3088,ANDHRAPET,2022-04-18,118.4000,118.4000,114.1000,116.4000,159817
3089,ANDHRAPET,2022-04-13,114.1500,119.0000,114.1500,118.4000,126031
3090,ANDHRAPET,2022-04-12,117.0000,117.0000,113.8500,114.5500,156251
3091,ANDHRAPET,2022-04-11,120.0000,120.9500,117.0500,117.3500,233947
3092,ANDHRAPET,2022-04-08,123.4500,124.9000,119.0000,121.2500,313791
3093,ANDHRAPET,2022-04-07,114.4000,124.4000,114.2500,122.1000,993596
3094,ANDHRAPET,2022-04-06,106.7000,112.0000,106.2000,112.0000,326257
3095,ANDHRAPET,2022-04-05,106.9000,106.9500,103.4000,106.7000,606278
3096,ANDHRAPET,2022-04-04,98.7000,101.9000,98.0500,101.9000,260769
3097,ANDHRAPET,2022-04-01,93.0000,97.0500,93.0000,97.0500,318362
3098,ANDHRAPET,2022-03-31,94.0000,95.9000,92.1000,92.4500,323634
3099,ANDHRAPET,2022-03-30,94.9000,96.0000,93.2000,93.7000,242246
3100,ANDHRAPET,2022-03-29,98.9500,98.9500,93.0000,93.6000,338800
3101,ANDHRAPET,2022-03-28,102.0000,102.0000,96.4500,97.2500,180955
3102,ANDHRAPET,2022-03-25,100.9500,103.0000,99.1000,100.4500,165078
3103,ANDHRAPET,2022-03-24,101.0000,101.3500,99.2000,99.8500,151255
3104,ANDHRAPET,2022-03-23,101.8000,103.5000,100.5000,101.7500,160895
3105,ANDHRAPET,2022-03-22,104.8500,104.8500,98.8500,100.2500,241614
3106,ANDHRAPET,2022-03-21,103.0000,105.6000,101.2000,104.0500,198550
3107,ANDHRAPET,2022-03-17,103.4000,104.5000,101.0000,102.5000,124748
3108,ANDHRAPET,2022-03-16,101.9000,103.3000,100.9000,102.0500,117689
3109,ANDHRAPET,2022-03-15,104.8000,104.8000,99.0000,99.9000,182492
3110,ANDHRAPET,2022-03-14,104.4500,106.4500,103.0000,103.9000,124320
3111,ANDHRAPET,2022-03-11,101.5000,104.8000,100.6500,103.8500,130743
3112,ANDHRAPET,2022-03-10,102.3500,103.6500,98.9500,101.0500,397038
3113,ANDHRAPET,2022-03-09,95.7000,98.7500,93.0000,98.7500,219036
3114,ANDHRAPET,2022-03-08,94.6000,97.0000,93.0000,94.0500,142898
3115,ANDHRAPET,2022-03-07,98.0000,98.0000,94.6000,94.6000,176304
3116,ANDHRAPET,2022-03-04,101.3000,101.7500,99.0000,99.5500,170046
3117,ANDHRAPET,2022-03-03,102.9500,103.7000,101.3000,102.4000,92314
3118,ANDHRAPET,2022-03-02,101.1500,103.4500,100.0000,101.7000,133123
3119,ANDHRAPET,2022-02-28,100.0500,105.0000,96.9000,101.1500,132497
3120,ANDHRAPET,2022-02-25,101.5000,106.6500,101.5000,102.0000,151117
3121,ANDHRAPET,2022-02-24,104.4500,104.8000,102.9000,102.9000,136518
3122,ANDHRAPET,2022-02-23,106.5000,109.9000,106.5000,108.3000,67921
3123,ANDHRAPET,2022-02-22,106.2500,109.5000,105.2500,106.8500,252431
3124,ANDHRAPET,2022-02-21,111.0000,115.6000,108.8000,110.7500,150674
3125,ANDHRAPET,2022-02-18,112.9000,114.7000,112.2500,113.8000,102434
3126,ANDHRAPET,2022-02-17,115.9500,115.9500,111.2000,113.1500,125715
3127,ANDHRAPET,2022-02-16,110.0000,114.6500,110.0000,114.6500,232325
3128,ANDHRAPET,2022-02-15,106.1000,110.0000,101.5500,109.2000,185350
3129,ANDHRAPET,2022-02-14,110.9000,110.9000,106.3500,106.5500,209395
3130,ANDHRAPET,2022-02-11,112.5000,113.6500,111.0000,111.9000,143399
3131,ANDHRAPET,2022-02-10,113.0500,115.7000,113.0500,113.2000,140555
3132,ANDHRAPET,2022-02-09,115.9000,117.4500,113.0000,113.9500,148801
3133,ANDHRAPET,2022-02-08,113.8500,116.2000,112.0000,114.1000,247780
3134,ANDHRAPET,2022-02-07,118.4000,118.9000,112.3500,113.1000,441742
3135,ANDHRAPET,2022-02-04,118.3000,120.7000,118.0000,118.2500,215187
3136,ANDHRAPET,2022-02-03,116.8500,120.4500,116.0000,118.6500,200794
3137,ANDHRAPET,2022-02-02,117.8000,119.8000,116.5500,117.5000,117838
3138,ANDHRAPET,2022-02-01,117.6000,117.7500,115.8000,116.6500,99823
3139,ANDHRAPET,2022-01-31,115.5000,119.9000,115.5000,116.1500,104786
3140,ANDHRAPET,2022-01-28,113.0000,115.8000,113.0000,114.7000,138289
3141,ANDHRAPET,2022-01-27,115.5500,115.5500,111.0000,111.3500,275739
3142,ANDHRAPET,2022-01-25,113.8000,117.0000,113.8000,115.9500,757749
3143,ANDHRAPET,2022-01-24,124.5000,124.8500,118.6500,119.7500,209492
3144,ANDHRAPET,2022-01-21,127.2500,127.9500,124.1000,124.8500,107412
3145,ANDHRAPET,2022-01-20,127.7500,129.0000,124.0500,127.2500,126735
3146,ANDHRAPET,2022-01-19,129.9500,129.9500,125.1500,126.5500,195099
3147,ANDHRAPET,2022-01-18,131.7000,134.0000,128.2500,128.8000,269701
3148,ANDHRAPET,2022-01-17,133.2000,134.5500,130.0000,131.7500,214118
3149,ANDHRAPET,2022-01-14,130.2000,135.0000,128.0000,133.2000,308263
3150,ANDHRAPET,2022-01-13,132.5000,134.8000,129.8000,130.5000,302483
3151,ANDHRAPET,2022-01-12,134.7000,137.8000,128.0000,131.1000,565653
3152,ANDHRAPET,2022-01-11,133.0500,133.0500,130.1000,133.0500,445389
3153,ANDHRAPET,2022-01-10,122.4500,126.7500,121.5000,126.7500,468849
3154,ANDHRAPET,2022-01-07,120.6500,121.4500,119.1000,120.7500,171236
3155,ANDHRAPET,2022-01-06,119.0000,121.5500,118.0000,119.4000,248671
3156,ANDHRAPET,2022-01-05,122.9000,122.9000,119.0000,120.0500,268811
3157,ANDHRAPET,2022-01-04,124.9000,125.0000,119.0000,120.5500,326264
3158,ANDHRAPET,2022-01-03,123.7000,126.9000,122.6000,123.2000,294605
3159,ANSALAPI,2024-07-23,10.1500,10.1500,9.5700,9.7900,8891
3160,ANSALAPI,2024-07-22,10.0000,10.4000,9.9000,9.9000,25246
3161,ANSALAPI,2024-07-19,10.9300,11.3000,10.4200,10.4200,34786
3162,ANSALAPI,2024-07-18,11.0400,11.4400,10.8900,10.9600,38580
3163,ANSALAPI,2024-07-16,10.3100,11.3600,10.3100,11.0400,106089
3164,ANSALAPI,2024-07-15,10.7000,11.1900,10.6500,10.8400,32514
3165,ANSALAPI,2024-07-12,11.2000,11.2000,11.0000,11.0100,20043
3166,ANSALAPI,2024-07-11,11.1400,11.2900,10.7000,10.9300,54597
3167,ANSALAPI,2024-07-10,10.6500,11.4400,10.4200,10.9200,117238
3168,ANSALAPI,2024-07-09,11.2400,11.2400,10.8000,10.9000,111789
3169,ANSALAPI,2024-07-08,10.7000,10.7100,10.6900,10.7100,43675
3170,ANSALAPI,2024-07-05,10.1000,10.2000,9.7500,10.2000,62890
3171,ANSALAPI,2024-07-04,9.0500,9.7400,9.0500,9.7200,84996
3172,ANSALAPI,2024-07-03,9.1100,9.3500,9.1100,9.2900,15797
3173,ANSALAPI,2024-07-02,9.1000,9.3800,9.0000,9.3400,56682
3174,ANSALAPI,2024-07-01,9.1800,9.5000,9.1300,9.2100,20988
3175,ANSALAPI,2024-06-28,8.9900,9.2000,8.9300,9.2000,42367
3176,ANSALAPI,2024-06-27,9.0000,9.1500,8.9000,8.9400,36901
3177,ANSALAPI,2024-06-26,9.3900,9.3900,8.9000,8.9500,34400
3178,ANSALAPI,2024-06-25,9.5400,9.5600,9.1700,9.2000,38572
3179,ANSALAPI,2024-06-24,8.9000,9.3900,8.9000,9.1200,16970
3180,ANSALAPI,2024-06-21,9.1500,9.4400,8.9000,8.9600,78842
3181,ANSALAPI,2024-06-20,9.0400,9.3400,8.7000,9.1800,95694
3182,ANSALAPI,2024-06-19,9.6900,9.9700,9.0300,9.0400,47914
3183,ANSALAPI,2024-06-18,8.9500,9.6500,8.9500,9.5000,51170
3184,ANSALAPI,2024-06-14,9.6000,9.7500,9.4000,9.4000,31745
3185,ANSALAPI,2024-06-13,9.3400,10.0000,9.0800,9.8900,75772
3186,ANSALAPI,2024-06-12,10.4400,10.5100,9.5100,9.5300,194714
3187,ANSALAPI,2024-06-11,10.2800,10.2900,9.9600,10.0100,231166
3188,ANSALAPI,2024-06-10,9.8000,9.8000,9.7900,9.8000,78693
3189,ANSALAPI,2024-06-07,9.3000,9.3400,9.1100,9.3400,84884
3190,ANSALAPI,2024-06-06,8.5000,8.9100,8.5000,8.9000,68826
3191,ANSALAPI,2024-06-05,8.7000,8.7800,8.3700,8.4900,16840
3192,ANSALAPI,2024-06-04,8.9500,9.3800,8.5000,8.7800,20485
3193,ANSALAPI,2024-06-03,9.4000,9.4000,8.9300,8.9400,70709
3194,ANSALAPI,2024-05-27,8.7400,9.6600,8.7400,9.4000,44135
3195,ANSALAPI,2024-05-21,8.9500,9.5000,8.9500,9.2000,27895
3196,ANSALAPI,2024-05-13,9.4200,9.4400,9.4200,9.4200,39435
3197,ANSALAPI,2024-05-06,9.9100,10.2000,9.9100,9.9100,184523
3198,ANSALAPI,2024-04-29,10.5000,11.0400,10.0000,10.4300,93924
3199,ANSALAPI,2024-04-22,10.5500,10.7500,10.5200,10.5200,64455
3200,ANSALAPI,2024-04-15,11.0700,11.0700,11.0700,11.0700,60141
3201,ANSALAPI,2024-04-08,12.0500,12.0700,11.1000,11.6500,122877
3202,ANSALAPI,2024-04-05,11.5000,11.5000,11.2100,11.5000,140097
3203,ANSALAPI,2024-04-04,10.9600,10.9600,10.9600,10.9600,2257
3204,ANSALAPI,2024-04-03,10.4400,10.4400,10.4400,10.4400,1445
3205,ANSALAPI,2024-04-02,9.9500,9.9500,9.9500,9.9500,3525
3206,ANSALAPI,2024-04-01,9.4800,9.4800,9.4800,9.4800,9121
3207,ANSALAPI,2024-03-26,9.0300,9.0300,9.0300,9.0300,62960
3208,ANSALAPI,2024-03-18,9.5000,9.5000,9.5000,9.5000,81853
3209,ANSALAPI,2024-03-11,10.0000,10.0000,10.0000,10.0000,26900
3210,ANSALAPI,2024-03-04,10.5200,10.5200,10.5200,10.5200,16090
3211,ANSALAPI,2024-02-26,11.6500,11.9500,11.0700,11.0700,154393
3212,ANSALAPI,2024-02-19,11.6500,12.5000,11.6500,11.6500,60811
3213,ANSALAPI,2024-02-12,12.2600,12.2600,12.2600,12.2600,63341
3214,ANSALAPI,2024-02-08,12.9000,12.9000,12.7000,12.9000,471780
3215,ANSALAPI,2024-02-07,12.2900,12.2900,12.2900,12.2900,14581
3216,ANSALAPI,2024-02-06,11.7100,11.7100,11.7100,11.7100,8260
3217,ANSALAPI,2024-02-05,11.0800,11.1600,11.0800,11.1600,7411
3218,ANSALAPI,2024-02-02,10.6300,10.6300,10.6300,10.6300,13518
3219,ANSALAPI,2024-02-01,10.1300,10.1300,10.1300,10.1300,41241
3220,ANSALAPI,2024-01-29,9.3000,10.0800,9.1300,9.6500,126626
3221,ANSALAPI,2024-01-23,9.5000,10.5000,9.5000,9.6000,364098
3222,ANSALAPI,2024-01-15,10.0000,10.0000,10.0000,10.0000,101315
3223,ANSALAPI,2024-01-08,10.5200,10.5200,10.5200,10.5200,29128
3224,ANSALAPI,2024-01-01,11.0700,11.0700,11.0700,11.0700,22764
3225,ANSALAPI,2023-12-26,11.6500,11.6500,11.6500,11.6500,215761
3226,ANSALAPI,2023-12-18,12.2600,12.2600,12.2600,12.2600,228334
3227,ANSALAPI,2023-12-11,12.9000,12.9000,12.1000,12.9000,207378
3228,ANSALAPI,2023-12-08,12.2900,12.2900,12.2900,12.2900,4912
3229,ANSALAPI,2023-12-07,11.7100,11.7100,11.7100,11.7100,6057
3230,ANSALAPI,2023-12-06,11.1600,11.1600,11.1600,11.1600,16204
3231,ANSALAPI,2023-12-05,10.6300,10.6300,10.6300,10.6300,2678
3232,ANSALAPI,2023-12-04,9.8900,10.1300,9.3300,10.1300,170938
3233,ANSALAPI,2023-12-01,10.0200,10.3100,9.5200,9.6500,182697
3234,ANSALAPI,2023-11-28,10.0200,10.0200,10.0200,10.0200,17642
3235,ANSALAPI,2023-11-20,10.5400,10.5400,10.5400,10.5400,44045
3236,ANSALAPI,2023-11-13,11.0900,11.0900,11.0900,11.0900,14481
3237,ANSALAPI,2023-11-06,11.6700,11.6700,11.6700,11.6700,7851
3238,ANSALAPI,2023-10-30,12.2800,12.2800,12.2800,12.2800,3706
3239,ANSALAPI,2023-10-23,12.9200,12.9200,12.9200,12.9200,18490
3240,ANSALAPI,2023-10-16,13.5900,13.5900,13.5900,13.5900,21484
3241,ANSALAPI,2023-10-09,14.4000,14.4000,14.3000,14.3000,17030
3242,ANSALAPI,2023-09-29,15.0500,15.0500,14.6000,15.0500,159874
3243,ANSALAPI,2023-09-28,14.3400,14.3400,14.1500,14.3400,85261
3244,ANSALAPI,2023-09-27,13.2000,13.6600,13.2000,13.6600,186731
3245,ANSALAPI,2023-09-26,13.4700,13.4700,12.6500,13.0100,108337
3246,ANSALAPI,2023-09-25,12.8000,12.8300,12.4000,12.8300,208673
3247,ANSALAPI,2023-09-22,11.6400,12.2200,11.0600,12.2200,127326
3248,ANSALAPI,2023-09-21,11.9400,11.9500,11.5000,11.6400,371267
3249,ANSALAPI,2023-09-20,11.3500,11.3900,10.5600,11.3900,112330
3250,ANSALAPI,2023-09-18,10.3400,10.8500,10.3400,10.8500,126219
3251,ANSALAPI,2023-09-15,9.8500,10.3400,9.8000,10.3400,70315
3252,ANSALAPI,2023-09-14,9.5000,9.8500,9.4900,9.8500,71205
3253,ANSALAPI,2023-09-13,9.4000,10.0000,9.3600,9.3900,105884
3254,ANSALAPI,2023-09-12,10.8700,10.8700,9.8500,9.8500,126297
3255,ANSALAPI,2023-09-11,10.5400,10.5400,10.3000,10.3600,141842
3256,ANSALAPI,2023-09-08,10.4500,10.4500,9.7600,10.0400,74364
3257,ANSALAPI,2023-09-07,9.6500,9.9600,9.5000,9.9600,107146
3258,ANSALAPI,2023-09-06,9.5000,9.8000,9.4000,9.4900,24985
3259,ANSALAPI,2023-09-05,9.4500,9.7000,9.4000,9.6500,23874
3260,ANSALAPI,2023-09-04,9.1000,9.4500,9.1000,9.3700,40825
3261,ANSALAPI,2023-09-01,9.5800,9.5800,9.0200,9.2900,17023
3262,ANSALAPI,2023-08-31,8.8500,9.2900,8.8500,9.1700,41923
3263,ANSALAPI,2023-08-30,9.2900,9.2900,8.7500,8.9900,48805
3264,ANSALAPI,2023-08-29,8.8000,9.0100,8.5900,8.8700,79309
3265,ANSALAPI,2023-08-28,8.8500,9.0000,8.5000,8.5900,31723
3266,ANSALAPI,2023-08-25,8.8500,8.9200,8.5500,8.6900,8157
3267,ANSALAPI,2023-08-24,9.1000,9.1500,8.8000,8.9200,9785
3268,ANSALAPI,2023-08-23,9.0000,9.1000,8.8100,9.1000,18258
3269,ANSALAPI,2023-08-22,9.0800,9.0800,8.7000,8.7900,24985
3270,ANSALAPI,2023-08-21,8.7500,9.0600,8.5000,8.8000,37594
3271,ANSALAPI,2023-08-18,9.1500,9.1500,8.6000,8.7000,27944
3272,ANSALAPI,2023-08-17,8.7000,8.7900,8.3500,8.7700,24706
3273,ANSALAPI,2023-08-16,8.4700,8.4900,8.2500,8.3800,25754
3274,ANSALAPI,2023-08-14,8.0000,8.5000,8.0000,8.3900,34732
3275,ANSALAPI,2023-08-11,8.1500,8.4500,8.1000,8.1600,38737
3276,ANSALAPI,2023-08-10,8.6000,8.6000,8.2500,8.3000,15114
3277,ANSALAPI,2023-08-09,8.2500,8.4000,8.2000,8.3500,8636
3278,ANSALAPI,2023-08-08,8.0000,8.4900,8.0000,8.3600,24644
3279,ANSALAPI,2023-08-07,8.4400,8.4400,8.1500,8.2500,11315
3280,ANSALAPI,2023-08-04,8.2000,8.5000,8.2000,8.3500,14067
3281,ANSALAPI,2023-08-03,8.3900,8.6000,8.3600,8.4100,2546
3282,ANSALAPI,2023-08-02,8.8000,8.8500,8.2700,8.2800,19813
3283,ANSALAPI,2023-08-01,8.8400,8.8500,8.6000,8.7000,16833
3284,ANSALAPI,2023-07-31,8.8400,9.1000,8.8400,8.8400,14444
3285,ANSALAPI,2023-07-28,8.7000,9.2800,8.7000,8.8700,13309
3286,ANSALAPI,2023-07-27,9.1000,9.2000,8.8200,8.8500,10449
3287,ANSALAPI,2023-07-26,9.1000,9.1500,8.9500,9.0000,16556
3288,ANSALAPI,2023-07-25,9.0000,9.1600,9.0000,9.1500,42888
3289,ANSALAPI,2023-07-24,8.5000,8.9900,8.3500,8.7300,68498
3290,ANSALAPI,2023-07-21,8.1700,8.6000,8.1700,8.6000,8212
3291,ANSALAPI,2023-07-20,8.1000,8.4500,8.0500,8.4000,18063
3292,ANSALAPI,2023-07-19,8.4000,8.4900,8.2100,8.4000,13158
3293,ANSALAPI,2023-07-18,8.8000,8.9000,8.3700,8.5600,21041
3294,ANSALAPI,2023-07-17,8.7500,8.8000,8.5100,8.8000,5521
3295,ANSALAPI,2023-07-14,8.3000,8.9000,8.3000,8.5100,4163
3296,ANSALAPI,2023-07-13,8.9500,8.9500,8.3500,8.5000,17456
3297,ANSALAPI,2023-07-12,9.0000,9.0000,8.5100,8.6900,450923
3298,ANSALAPI,2023-07-11,9.0100,9.1400,8.8000,8.9500,265957
3299,ANSALAPI,2023-07-10,8.6600,9.0000,8.6000,8.8800,7239
3300,ANSALAPI,2023-07-07,9.0900,9.0900,8.5500,8.6600,31342
3301,ANSALAPI,2023-07-06,9.4000,9.6000,8.9300,9.0000,32844
3302,ANSALAPI,2023-07-05,9.4800,9.8000,9.2000,9.4000,73406
3303,ANSALAPI,2023-07-04,9.0000,9.4900,8.7500,9.4800,29218
3304,ANSALAPI,2023-07-03,8.5600,9.1600,8.5600,9.0400,38686
3305,ANSALAPI,2023-06-30,8.6500,8.7300,8.2000,8.7300,32618
3306,ANSALAPI,2023-06-28,8.7000,8.8000,8.5100,8.5100,33752
3307,ANSALAPI,2023-06-27,8.9500,8.9900,8.7000,8.9500,7428
3308,ANSALAPI,2023-06-26,8.7700,9.0000,8.6500,8.9800,10237
3309,ANSALAPI,2023-06-23,9.3700,9.4000,8.9200,9.0000,21085
3310,ANSALAPI,2023-06-22,9.2000,9.4000,9.0000,9.3700,20389
3311,ANSALAPI,2023-06-21,9.5000,9.5000,9.2100,9.3900,12283
3312,ANSALAPI,2023-06-20,9.1300,9.5200,9.1300,9.3700,9093
3313,ANSALAPI,2023-06-19,9.5000,9.8000,9.2500,9.5500,38448
3314,ANSALAPI,2023-06-16,9.1000,9.4300,8.8500,9.4300,18561
3315,ANSALAPI,2023-06-15,9.0000,9.3500,8.8100,8.9900,24233
3316,ANSALAPI,2023-06-14,9.2500,9.5500,9.1000,9.1500,19251
3317,ANSALAPI,2023-06-13,9.5000,9.8000,9.3100,9.4600,15292
3318,ANSALAPI,2023-06-12,9.2200,9.7000,9.2100,9.5000,11709
3319,ANSALAPI,2023-06-09,9.4000,9.5900,9.2200,9.4000,30600
3320,ANSALAPI,2023-06-08,9.5500,9.7000,9.3500,9.5400,8780
3321,ANSALAPI,2023-06-07,9.0300,9.7000,9.0200,9.5000,24660
3322,ANSALAPI,2023-06-06,9.6000,9.6000,9.1100,9.2900,10786
3323,ANSALAPI,2023-06-05,9.5700,9.8000,9.5000,9.5000,27092
3324,ANSALAPI,2023-06-02,8.7100,9.6100,8.7100,9.5600,113633
3325,ANSALAPI,2023-06-01,9.3000,9.3000,9.0300,9.1600,17733
3326,ANSALAPI,2023-05-31,9.5500,10.0000,9.5000,9.5000,13069
3327,ANSALAPI,2023-05-30,9.7000,10.0000,9.5100,9.9900,5515
3328,ANSALAPI,2023-05-29,9.6500,10.1000,9.6500,9.7500,1777
3329,ANSALAPI,2023-05-26,9.8800,10.0900,9.7000,9.7000,6084
3330,ANSALAPI,2023-05-25,9.8100,9.9000,9.7900,9.8600,4627
3331,ANSALAPI,2023-05-24,10.5500,10.8500,10.2300,10.3000,5747
3332,ANSALAPI,2023-05-23,9.9000,10.7800,9.9000,10.7600,22821
3333,ANSALAPI,2023-05-22,9.6500,10.2900,9.4600,10.2700,13746
3334,ANSALAPI,2023-05-19,10.2900,10.2900,9.6500,9.8000,2916
3335,ANSALAPI,2023-05-18,9.5000,9.9500,9.5000,9.8600,8601
3336,ANSALAPI,2023-05-17,9.7500,9.8000,9.5200,9.7500,2202
3337,ANSALAPI,2023-05-16,9.4500,9.8400,9.2700,9.7200,13572
3338,ANSALAPI,2023-05-15,9.9000,9.9000,9.5100,9.7000,10187
3339,ANSALAPI,2023-05-12,10.4000,10.6100,9.6100,9.6900,53352
3340,ANSALAPI,2023-05-11,10.3900,10.3900,10.0000,10.1100,12008
3341,ANSALAPI,2023-05-10,10.6500,10.7500,10.1000,10.3000,2196
3342,ANSALAPI,2023-05-09,11.0000,11.0000,10.4100,10.5100,14829
3343,ANSALAPI,2023-05-08,11.1000,11.1900,10.7100,10.8900,27406
3344,ANSALAPI,2023-05-05,11.2000,11.2800,10.6500,11.0700,73885
3345,ANSALAPI,2023-05-04,10.3900,10.7500,10.3900,10.7500,32381
3346,ANSALAPI,2023-05-03,10.2000,10.2400,10.0200,10.2400,51490
3347,ANSALAPI,2023-05-02,9.0000,9.7600,8.8400,9.7600,59518
3348,ANSALAPI,2023-04-24,9.3000,9.3000,9.3000,9.3000,6149
3349,ANSALAPI,2023-04-17,9.7800,9.7800,9.7800,9.7800,2435
3350,ANSALAPI,2023-04-10,10.2900,10.2900,10.2900,10.2900,750
3351,ANSALAPI,2023-04-03,10.8300,10.8300,10.8300,10.8300,100
3352,ANSALAPI,2023-03-27,11.3900,11.3900,11.3900,11.3900,1000
3353,ANSALAPI,2023-03-20,11.9800,11.9800,11.9800,11.9800,15
3354,ANSALAPI,2023-03-10,12.4500,12.6100,12.0100,12.6100,44307
3355,ANSALAPI,2023-03-09,11.9900,12.0100,11.5500,12.0100,86236
3356,ANSALAPI,2023-03-08,11.0000,11.4400,10.6000,11.4400,69945
3357,ANSALAPI,2023-03-06,10.2500,10.9600,10.0000,10.9000,83096
3358,ANSALAPI,2023-03-03,10.4400,10.4400,10.1500,10.4400,88395
3359,ANSALAPI,2023-03-02,9.5000,9.9500,9.5000,9.9500,36841
3360,ANSALAPI,2023-03-01,9.6400,9.7000,9.4000,9.4800,21541
3361,ANSALAPI,2023-02-28,8.7500,9.2400,8.7500,9.2400,50510
3362,ANSALAPI,2023-02-27,9.1500,9.1500,8.5700,8.8000,108868
3363,ANSALAPI,2023-02-24,9.4000,9.4800,9.0200,9.0200,99871
3364,ANSALAPI,2023-02-23,9.9800,9.9800,9.4900,9.4900,18477
3365,ANSALAPI,2023-02-22,10.7000,10.9900,9.9800,9.9800,65250
3366,ANSALAPI,2023-02-21,9.9500,10.5000,9.6500,10.5000,30543
3367,ANSALAPI,2023-02-20,9.6100,10.2100,9.6000,10.0000,14524
3368,ANSALAPI,2023-02-17,10.0500,10.5000,10.0500,10.0700,60171
3369,ANSALAPI,2023-02-16,10.9800,11.3500,10.5200,10.5700,108291
3370,ANSALAPI,2023-02-15,11.5000,11.5000,11.0700,11.0700,34417
3371,ANSALAPI,2023-02-14,11.8000,12.4500,11.6300,11.6500,37507
3372,ANSALAPI,2023-02-13,13.5200,13.5200,12.2400,12.2400,59726
3373,ANSALAPI,2023-02-10,12.5000,12.9500,12.4500,12.8800,14393
3374,ANSALAPI,2023-02-09,12.2700,12.5700,12.0100,12.3400,9273
3375,ANSALAPI,2023-02-08,12.3000,13.3500,12.3000,12.3300,33034
3376,ANSALAPI,2023-02-07,13.0100,13.2000,12.9400,12.9400,27741
3377,ANSALAPI,2023-02-06,14.7900,14.7900,13.6000,13.6200,69571
3378,ANSALAPI,2023-02-03,14.2400,14.3800,13.3200,14.3100,58129
3379,ANSALAPI,2023-02-02,13.6900,13.8600,13.2800,13.8500,101469
