Date,company,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades
25-May-18,Bajaj Finance Ltd,2106,2151,2104.5,2114.35,67001,2848
24-May-18,Bajaj Finance Ltd,2081,2109,2069.55,2092.65,56865,2232
23-May-18,Bajaj Finance Ltd,2157,2157,2066,2078.15,236924,4076
22-May-18,Bajaj Finance Ltd,2105.8,2176.7,2105.75,2145.9,102692,4237
21-May-18,Bajaj Finance Ltd,2144.2,2148.9,2082.8,2105.05,70027,3024
18-May-18,Bajaj Finance Ltd,2078.8,2167.5,2067.7,2143.7,363848,14869
17-May-18,Bajaj Finance Ltd,1930,2088.8,1906.55,2067.25,321964,12946
16-May-18,Bajaj Finance Ltd,1882.05,1926.55,1873.55,1918.65,35079,1132
15-May-18,Bajaj Finance Ltd,1861,1932,1853.55,1901.05,162362,3823
14-May-18,Bajaj Finance Ltd,1860,1881,1844.3,1860.8,13703,590
11-May-18,Bajaj Finance Ltd,1835,1877.4,1833.45,1858.5,38348,1516
10-May-18,Bajaj Finance Ltd,1839,1858.3,1818.75,1833.15,25017,1063
09-May-18,Bajaj Finance Ltd,1852.55,1871.35,1845,1850.55,38580,2704
08-May-18,Bajaj Finance Ltd,1890,1895.55,1855,1870,18652,860
07-May-18,Bajaj Finance Ltd,1861.6,1902,1859.1,1893.8,21340,898
04-May-18,Bajaj Finance Ltd,1899,1899,1856,1858.95,30695,1431
03-May-18,Bajaj Finance Ltd,1900,1905.4,1864.25,1876.2,25530,1651
02-May-18,Bajaj Finance Ltd,1910,1934,1901.15,1906.4,24698,1266
30-Apr-18,Bajaj Finance Ltd,1920.6,1920.8,1897.6,1906.05,16738,761
27-Apr-18,Bajaj Finance Ltd,1901.55,1915.35,1894.9,1904.65,18696,912
26-Apr-18,Bajaj Finance Ltd,1899,1912.05,1879,1897.25,24487,1045
25-Apr-18,Bajaj Finance Ltd,1925.45,1937.5,1890.35,1898.65,32647,1462
24-Apr-18,Bajaj Finance Ltd,1904.55,1930,1899,1917.45,79521,2442
23-Apr-18,Bajaj Finance Ltd,1894,1916.85,1860.9,1893.6,49759,2412
20-Apr-18,Bajaj Finance Ltd,1908.15,1908.15,1855,1880.05,41808,1979
19-Apr-18,Bajaj Finance Ltd,1932.9,1934.65,1911,1916.8,15257,853
18-Apr-18,Bajaj Finance Ltd,1950,1950,1920.35,1926.55,40912,1460
17-Apr-18,Bajaj Finance Ltd,1951,1955,1919.2,1934.3,25653,1496
16-Apr-18,Bajaj Finance Ltd,1901.1,1950,1898.65,1941.35,20807,1072
13-Apr-18,Bajaj Finance Ltd,1949,1949,1910,1918.35,13880,692
12-Apr-18,Bajaj Finance Ltd,1925,1942.8,1910,1927.2,18936,886
11-Apr-18,Bajaj Finance Ltd,1935,1954,1892.3,1924.9,37122,1835
10-Apr-18,Bajaj Finance Ltd,1941,1955.4,1915,1922.3,27238,1446
09-Apr-18,Bajaj Finance Ltd,1950,1967.7,1931.95,1941.8,29639,1426
06-Apr-18,Bajaj Finance Ltd,1917,1940,1909,1933,36753,1790
05-Apr-18,Bajaj Finance Ltd,1862,1922,1862,1914.2,72499,3109
04-Apr-18,Bajaj Finance Ltd,1839,1865,1836.6,1845.7,54247,2452
03-Apr-18,Bajaj Finance Ltd,1825,1839.75,1804.3,1832,30963,1787
02-Apr-18,Bajaj Finance Ltd,1769.75,1829,1769.75,1818.4,43249,1673
28-Mar-18,Bajaj Finance Ltd,1772,1790,1762,1769.75,37890,2212
27-Mar-18,Bajaj Finance Ltd,1750,1797,1750,1771.1,352139,2731
26-Mar-18,Bajaj Finance Ltd,1692,1746.9,1688.3,1740.8,66047,4764
23-Mar-18,Bajaj Finance Ltd,1668.15,1694.75,1660,1679.85,40630,2771
22-Mar-18,Bajaj Finance Ltd,1705,1719,1690,1694.7,413275,1436
21-Mar-18,Bajaj Finance Ltd,1656,1706.95,1656,1702.35,47063,2455
20-Mar-18,Bajaj Finance Ltd,1631,1666.3,1614.95,1654.95,97222,1937
19-Mar-18,Bajaj Finance Ltd,1695,1700,1628,1637.65,187695,2711
16-Mar-18,Bajaj Finance Ltd,1710,1723.8,1684,1690.15,21997,1667
15-Mar-18,Bajaj Finance Ltd,1718.7,1737.5,1717.35,1725.8,75611,1579
14-Mar-18,Bajaj Finance Ltd,1665,1720,1665,1707.15,32338,1465
13-Mar-18,Bajaj Finance Ltd,1665,1697.9,1665,1678.4,40248,1560
12-Mar-18,Bajaj Finance Ltd,1664,1679.8,1656.3,1667,25291,1118
09-Mar-18,Bajaj Finance Ltd,1628.15,1666,1618.2,1651.85,46173,1779
08-Mar-18,Bajaj Finance Ltd,1634.65,1636.3,1595,1624.65,28882,1883
07-Mar-18,Bajaj Finance Ltd,1637.55,1647.05,1609.5,1620.25,54947,1980
06-Mar-18,Bajaj Finance Ltd,1645,1672.35,1628.05,1637.6,33529,2055
05-Mar-18,Bajaj Finance Ltd,1670,1670,1625,1638.85,37392,1523
01-Mar-18,Bajaj Finance Ltd,1635,1665.65,1627.6,1657.75,251656,2708
28-Feb-18,Bajaj Finance Ltd,1656,1659.35,1630.2,1642.1,52585,1941
27-Feb-18,Bajaj Finance Ltd,1683.9,1683.9,1652.05,1656.9,28643,1602
26-Feb-18,Bajaj Finance Ltd,1635,1678,1635,1670.6,54007,2942
23-Feb-18,Bajaj Finance Ltd,1605,1634,1605,1630.25,28021,1229
22-Feb-18,Bajaj Finance Ltd,1598.6,1618.5,1575.4,1600.15,37363,1980
21-Feb-18,Bajaj Finance Ltd,1642,1649,1587,1598.6,77483,5778
20-Feb-18,Bajaj Finance Ltd,1630,1656,1621.5,1633.8,40333,1661
19-Feb-18,Bajaj Finance Ltd,1657.55,1675,1622.6,1641.5,68531,3098
16-Feb-18,Bajaj Finance Ltd,1687.1,1703.75,1666.85,1672.85,38352,2156
15-Feb-18,Bajaj Finance Ltd,1680,1709.45,1615.8,1677.55,100238,3667
14-Feb-18,Bajaj Finance Ltd,1645,1696.75,1645,1669.95,102612,3074
12-Feb-18,Bajaj Finance Ltd,1629,1657.05,1629,1643.15,38792,1499
09-Feb-18,Bajaj Finance Ltd,1638,1654,1622.2,1639.55,65076,2431
08-Feb-18,Bajaj Finance Ltd,1655.7,1678.1,1637.85,1658.45,57508,2149
07-Feb-18,Bajaj Finance Ltd,1680,1687.55,1626.75,1641.3,63299,2383
06-Feb-18,Bajaj Finance Ltd,1553,1681.8,1514.4,1660.6,123677,5028
05-Feb-18,Bajaj Finance Ltd,1608,1627,1548.85,1604.25,105569,3944
02-Feb-18,Bajaj Finance Ltd,1718,1718,1622.25,1629.25,165789,12095
01-Feb-18,Bajaj Finance Ltd,1677,1761.7,1645.8,1731.5,106335,3802
31-Jan-18,Bajaj Finance Ltd,1674,1688.5,1645.05,1677.5,37246,1740
30-Jan-18,Bajaj Finance Ltd,1720,1720,1671.6,1679.8,27212,1049
29-Jan-18,Bajaj Finance Ltd,1710.4,1735,1710,1714.4,72577,1750
25-Jan-18,Bajaj Finance Ltd,1742,1742,1705.1,1710.4,55764,1871
24-Jan-18,Bajaj Finance Ltd,1695,1745.7,1695,1738.1,760439,2181
23-Jan-18,Bajaj Finance Ltd,1710,1717.75,1694.65,1707,32212,2105
22-Jan-18,Bajaj Finance Ltd,1739,1740,1679.2,1705.2,31841,1795
19-Jan-18,Bajaj Finance Ltd,1660.6,1711.75,1632.75,1701.95,43268,2757
18-Jan-18,Bajaj Finance Ltd,1705,1714.15,1653.35,1660.35,46947,2013
17-Jan-18,Bajaj Finance Ltd,1691,1708.75,1667,1702,31108,1383
16-Jan-18,Bajaj Finance Ltd,1742.3,1750.4,1685,1687.6,41365,2246
15-Jan-18,Bajaj Finance Ltd,1800,1800,1736.1,1741.9,307267,2554
12-Jan-18,Bajaj Finance Ltd,1764,1790.1,1752.25,1769.95,44525,1992
11-Jan-18,Bajaj Finance Ltd,1793.1,1795.3,1775.15,1781.7,44342,920
10-Jan-18,Bajaj Finance Ltd,1819.75,1832,1795.5,1800.7,14987,1179
09-Jan-18,Bajaj Finance Ltd,1840,1865,1808.7,1817.85,25182,2975
08-Jan-18,Bajaj Finance Ltd,1825,1842,1820,1835.9,53117,2604
05-Jan-18,Bajaj Finance Ltd,1756.95,1820,1756.95,1811.4,64503,2694
04-Jan-18,Bajaj Finance Ltd,1719.75,1760,1714,1753.35,43845,2184
03-Jan-18,Bajaj Finance Ltd,1724,1739.3,1710,1714.25,32645,1200
02-Jan-18,Bajaj Finance Ltd,1725,1737.45,1711.6,1722.1,109814,1026
01-Jan-18,Bajaj Finance Ltd,1776.8,1776.8,1721.2,1726.2,39441,1466
29-Dec-17,Bajaj Finance Ltd,1760,1767.7,1748.1,1756.8,39218,1628
28-Dec-17,Bajaj Finance Ltd,1770,1779,1747.25,1754.65,33991,1547
27-Dec-17,Bajaj Finance Ltd,1791,1796.05,1761.45,1767.45,26427,1087
26-Dec-17,Bajaj Finance Ltd,1789,1794.55,1775.4,1785.1,25745,1084
22-Dec-17,Bajaj Finance Ltd,1753.25,1790,1752.65,1781.65,104383,2357
21-Dec-17,Bajaj Finance Ltd,1775,1775.7,1747,1750,620089,1072
20-Dec-17,Bajaj Finance Ltd,1750,1784.7,1750,1765.9,43474,1690
19-Dec-17,Bajaj Finance Ltd,1738,1770.4,1738,1756.3,28612,1496
18-Dec-17,Bajaj Finance Ltd,1728,1771.9,1655.95,1754.35,71629,3176
15-Dec-17,Bajaj Finance Ltd,1700,1737.8,1692.75,1729.85,41809,4605
14-Dec-17,Bajaj Finance Ltd,1666.5,1698.4,1630.55,1683.95,44857,2144
13-Dec-17,Bajaj Finance Ltd,1685,1699,1658,1665.9,237680,2299
12-Dec-17,Bajaj Finance Ltd,1708,1714.85,1690.9,1698.65,2825590,1260
11-Dec-17,Bajaj Finance Ltd,1710,1719,1690.7,1707.15,38639,2886
08-Dec-17,Bajaj Finance Ltd,1681,1708,1681,1698.95,32850,1312
07-Dec-17,Bajaj Finance Ltd,1674.9,1693,1662.3,1667.2,251991,2307
06-Dec-17,Bajaj Finance Ltd,1706,1714.25,1663.6,1674.9,46649,2150
05-Dec-17,Bajaj Finance Ltd,1671,1718,1655,1707.1,49876,2055
04-Dec-17,Bajaj Finance Ltd,1711,1716.6,1673.35,1678.35,65097,2579
01-Dec-17,Bajaj Finance Ltd,1720,1743.15,1708,1712.4,42890,1457
30-Nov-17,Bajaj Finance Ltd,1750,1759,1720,1729.35,34990,1385
29-Nov-17,Bajaj Finance Ltd,1762.1,1776.5,1751.25,1754.4,24118,937
28-Nov-17,Bajaj Finance Ltd,1773.25,1783.15,1761.1,1766.65,15259,637
27-Nov-17,Bajaj Finance Ltd,1786,1786,1765.15,1773.1,21416,738
24-Nov-17,Bajaj Finance Ltd,1763.85,1796,1763.85,1785.45,28745,1329
23-Nov-17,Bajaj Finance Ltd,1765,1781.05,1747,1763.85,33516,1865
22-Nov-17,Bajaj Finance Ltd,1809.75,1810,1770,1774.2,29183,4848
21-Nov-17,Bajaj Finance Ltd,1815,1820.6,1794.5,1805.6,26724,1016
20-Nov-17,Bajaj Finance Ltd,1787,1808.05,1770.65,1805.7,53588,1424
17-Nov-17,Bajaj Finance Ltd,1785.1,1818.8,1777,1786.7,99996,2307
16-Nov-17,Bajaj Finance Ltd,1715,1777,1715,1759.8,44421,2155
15-Nov-17,Bajaj Finance Ltd,1741,1754.9,1709,1715,47564,2006
14-Nov-17,Bajaj Finance Ltd,1725,1768.05,1720,1752.1,46631,1954
13-Nov-17,Bajaj Finance Ltd,1748.2,1758.9,1723.15,1730.4,32241,1285
10-Nov-17,Bajaj Finance Ltd,1750,1767.5,1735,1747.5,41197,1362
09-Nov-17,Bajaj Finance Ltd,1770,1792.85,1736.7,1755.15,58281,2137
08-Nov-17,Bajaj Finance Ltd,1800,1802,1771,1775.5,46937,1979
07-Nov-17,Bajaj Finance Ltd,1815,1830.8,1775,1801.6,154005,2501
06-Nov-17,Bajaj Finance Ltd,1815,1841.9,1811.85,1819.45,47527,1675
03-Nov-17,Bajaj Finance Ltd,1800,1845.7,1800,1835.15,52332,2619
02-Nov-17,Bajaj Finance Ltd,1835,1835,1802.1,1810.75,291073,1653
01-Nov-17,Bajaj Finance Ltd,1795,1819.1,1795,1803.6,148245,2497
31-Oct-17,Bajaj Finance Ltd,1800,1822.3,1777,1799.65,41126,2002
30-Oct-17,Bajaj Finance Ltd,1829.4,1835.25,1797,1803.2,46557,2118
27-Oct-17,Bajaj Finance Ltd,1775,1823.35,1753.5,1813.85,81882,3967
26-Oct-17,Bajaj Finance Ltd,1727,1766.1,1701,1750.1,84657,3668
25-Oct-17,Bajaj Finance Ltd,1825,1825,1715,1727.3,145295,6932
24-Oct-17,Bajaj Finance Ltd,1842.5,1842.95,1817.95,1826.4,37843,1513
23-Oct-17,Bajaj Finance Ltd,1840,1856.65,1815,1833.5,44303,2063
19-Oct-17,Bajaj Finance Ltd,1878,1878,1834.55,1846.8,16683,1145
18-Oct-17,Bajaj Finance Ltd,1884,1884,1851,1869.2,50174,3556
17-Oct-17,Bajaj Finance Ltd,1888.1,1903.15,1859.05,1867.05,95401,3858
16-Oct-17,Bajaj Finance Ltd,1969,1972.45,1877.65,1888.85,131987,5718
13-Oct-17,Bajaj Finance Ltd,1956.05,1971,1949.1,1954.85,37564,1893
12-Oct-17,Bajaj Finance Ltd,1932,1956,1923,1951.8,691853,3003
11-Oct-17,Bajaj Finance Ltd,1958,1964,1903.65,1923.7,50733,2411
10-Oct-17,Bajaj Finance Ltd,1941,1958.55,1941,1951.75,49298,1713
09-Oct-17,Bajaj Finance Ltd,1930,1950.65,1867.55,1934.65,129707,4045
06-Oct-17,Bajaj Finance Ltd,1865,1928.5,1865,1920.35,179814,2999
05-Oct-17,Bajaj Finance Ltd,1869.9,1885.8,1857.15,1865.8,32373,1421
04-Oct-17,Bajaj Finance Ltd,1875,1875,1852,1864.25,62902,2254
03-Oct-17,Bajaj Finance Ltd,1850.05,1871,1829.95,1863.8,57785,2385
29-Sep-17,Bajaj Finance Ltd,1861.7,1873,1828,1834.95,80075,3235
28-Sep-17,Bajaj Finance Ltd,1808,1850.65,1790.05,1841.05,91435,3689
27-Sep-17,Bajaj Finance Ltd,1860,1860.7,1798.65,1809.05,40905,1694
26-Sep-17,Bajaj Finance Ltd,1802.6,1861.55,1782.6,1839.15,92139,3585
25-Sep-17,Bajaj Finance Ltd,1860,1863.95,1760.5,1794.9,202978,4230
22-Sep-17,Bajaj Finance Ltd,1902,1907.4,1847.55,1860.3,398705,5948
21-Sep-17,Bajaj Finance Ltd,1900,1923.95,1874.4,1916.65,78990,2666
20-Sep-17,Bajaj Finance Ltd,1915,1918.85,1900.05,1904.6,35463,1086
19-Sep-17,Bajaj Finance Ltd,1918.05,1927,1905.8,1911.55,58794,1796
18-Sep-17,Bajaj Finance Ltd,1906,1928,1906,1912.75,34552,1215
15-Sep-17,Bajaj Finance Ltd,1900,1912,1883.4,1902.15,116465,2354
14-Sep-17,Bajaj Finance Ltd,1909,1936,1902.6,1913.75,88621,2048
13-Sep-17,Bajaj Finance Ltd,1896,1923,1895,1905.5,46168,1836
12-Sep-17,Bajaj Finance Ltd,1939,1939,1886.65,1894.35,108971,2825
11-Sep-17,Bajaj Finance Ltd,1901.55,1934.05,1901.1,1920.6,66751,2782
08-Sep-17,Bajaj Finance Ltd,1989,1989,1883,1893.25,178954,6910
07-Sep-17,Bajaj Finance Ltd,1889.95,1981.95,1870.85,1958.8,228584,8345
06-Sep-17,Bajaj Finance Ltd,1780,1879,1780,1857.75,243898,7936
05-Sep-17,Bajaj Finance Ltd,1801,1814.05,1785,1787.5,594284,2496
04-Sep-17,Bajaj Finance Ltd,1800,1819.8,1777.15,1799,44547,1892
01-Sep-17,Bajaj Finance Ltd,1772,1810,1772,1799.3,39336,1517
31-Aug-17,Bajaj Finance Ltd,1799.75,1804.1,1772.95,1783.65,58688,2298
30-Aug-17,Bajaj Finance Ltd,1785.35,1819,1779,1786.05,67138,2798
29-Aug-17,Bajaj Finance Ltd,1839.7,1839.7,1768.5,1775.9,112680,4949
28-Aug-17,Bajaj Finance Ltd,1773,1834.5,1769.85,1826.1,96477,4090
24-Aug-17,Bajaj Finance Ltd,1789.95,1797.4,1755,1761.65,86319,3469
23-Aug-17,Bajaj Finance Ltd,1704.75,1783.1,1697,1778.75,482020,6463
22-Aug-17,Bajaj Finance Ltd,1706.25,1714.15,1665,1682.8,47442,2302
21-Aug-17,Bajaj Finance Ltd,1700.3,1730,1680,1692,43757,1881
18-Aug-17,Bajaj Finance Ltd,1707.15,1723.95,1691.1,1707.25,60653,2636
17-Aug-17,Bajaj Finance Ltd,1730,1763,1721.55,1728.85,71187,3163
16-Aug-17,Bajaj Finance Ltd,1735,1759,1684,1722.05,64571,3051
14-Aug-17,Bajaj Finance Ltd,1700,1742,1700,1709.9,66362,2939
11-Aug-17,Bajaj Finance Ltd,1626,1732.65,1590.05,1697.8,137028,7013
10-Aug-17,Bajaj Finance Ltd,1681,1681.2,1614,1638.4,110842,4773
09-Aug-17,Bajaj Finance Ltd,1773,1778,1684.2,1700.9,89786,4236
08-Aug-17,Bajaj Finance Ltd,1809,1830,1773.45,1778.65,116519,4889
07-Aug-17,Bajaj Finance Ltd,1750,1801.5,1731.45,1794.45,148443,5765
04-Aug-17,Bajaj Finance Ltd,1705,1733.3,1701,1723,50497,2315
03-Aug-17,Bajaj Finance Ltd,1706.25,1729,1698,1702.6,54279,2689
02-Aug-17,Bajaj Finance Ltd,1724.5,1724.95,1690,1706.25,195782,2760
01-Aug-17,Bajaj Finance Ltd,1702.8,1727.95,1702.8,1714.4,46377,2175
31-Jul-17,Bajaj Finance Ltd,1705,1725,1697.45,1702.1,54095,2870
28-Jul-17,Bajaj Finance Ltd,1670,1714.45,1665.55,1701.6,68621,3558
27-Jul-17,Bajaj Finance Ltd,1694,1740.5,1674.9,1682.2,180791,9114
26-Jul-17,Bajaj Finance Ltd,1630,1694.5,1630,1686.1,106833,4392
25-Jul-17,Bajaj Finance Ltd,1605.9,1629,1600.8,1623.45,54882,2640
24-Jul-17,Bajaj Finance Ltd,1639,1639,1588.2,1598.2,65425,6924
21-Jul-17,Bajaj Finance Ltd,1604.4,1630.05,1585.7,1617.55,108538,4581
20-Jul-17,Bajaj Finance Ltd,1555,1604.4,1549,1588.45,204860,8226
19-Jul-17,Bajaj Finance Ltd,1516.3,1577.85,1516.3,1543,242007,10713
18-Jul-17,Bajaj Finance Ltd,1540,1545,1507.95,1512.85,46068,2195
17-Jul-17,Bajaj Finance Ltd,1499.5,1550,1492,1538.7,75709,3623
14-Jul-17,Bajaj Finance Ltd,1490,1510,1471,1499.55,47656,2360
13-Jul-17,Bajaj Finance Ltd,1454,1487.2,1453,1483.4,79303,3543
12-Jul-17,Bajaj Finance Ltd,1435,1447.5,1420.85,1439,37925,1729
11-Jul-17,Bajaj Finance Ltd,1410,1430.4,1410,1418.45,79642,4433
10-Jul-17,Bajaj Finance Ltd,1449,1449,1378.9,1407.9,70163,4440
07-Jul-17,Bajaj Finance Ltd,1400,1404,1389.05,1393.15,22158,954
06-Jul-17,Bajaj Finance Ltd,1372,1413.4,1372,1396.05,35735,1649
05-Jul-17,Bajaj Finance Ltd,1380,1401.3,1369,1396.65,31990,1738
04-Jul-17,Bajaj Finance Ltd,1390,1408,1376.1,1379.7,38457,1644
03-Jul-17,Bajaj Finance Ltd,1381,1390,1366.8,1386.25,31399,1759
30-Jun-17,Bajaj Finance Ltd,1373.75,1381,1352.65,1374.2,33307,1604
29-Jun-17,Bajaj Finance Ltd,1384,1394.2,1364.65,1373.75,44611,2212
28-Jun-17,Bajaj Finance Ltd,1341.2,1377,1316.85,1370.15,50739,2779
27-Jun-17,Bajaj Finance Ltd,1401.35,1402.1,1338.5,1350.9,191639,3296
23-Jun-17,Bajaj Finance Ltd,1404.75,1414.45,1368,1401.25,161985,2605
22-Jun-17,Bajaj Finance Ltd,1416,1425.9,1395.25,1400.85,125849,2226
21-Jun-17,Bajaj Finance Ltd,1409.05,1425.75,1402.5,1414.95,149747,1523
20-Jun-17,Bajaj Finance Ltd,1414.95,1431,1395.55,1410.3,80108,3640
19-Jun-17,Bajaj Finance Ltd,1410.5,1421.55,1396.45,1399.35,50738,2174
16-Jun-17,Bajaj Finance Ltd,1415,1425,1403.9,1406.95,77095,3540
15-Jun-17,Bajaj Finance Ltd,1362.5,1409.85,1353.4,1402,148818,4403
14-Jun-17,Bajaj Finance Ltd,1370.3,1374,1355,1362.5,36990,1509
13-Jun-17,Bajaj Finance Ltd,1370,1380,1360,1369.75,26985,1499
12-Jun-17,Bajaj Finance Ltd,1388,1388,1357.9,1362.7,125376,1920
09-Jun-17,Bajaj Finance Ltd,1358.2,1380,1345.3,1377.05,53995,2734
08-Jun-17,Bajaj Finance Ltd,1359,1368,1346.85,1358.1,46200,2258
07-Jun-17,Bajaj Finance Ltd,1335.65,1359.5,1335.65,1343.5,40014,1890
06-Jun-17,Bajaj Finance Ltd,1365,1368.15,1325,1335.65,66261,2831
05-Jun-17,Bajaj Finance Ltd,1365,1371,1349.5,1359.45,55034,2653
02-Jun-17,Bajaj Finance Ltd,1333.6,1364.85,1320,1360.05,72382,3388
01-Jun-17,Bajaj Finance Ltd,1330,1338.1,1323.8,1326.95,471865,1306
31-May-17,Bajaj Finance Ltd,1323,1335,1315,1324.95,130964,1839
30-May-17,Bajaj Finance Ltd,1309,1324.7,1303.1,1321.4,45877,2445
29-May-17,Bajaj Finance Ltd,1317.55,1332,1302.3,1307.65,64824,2965
26-May-17,Bajaj Finance Ltd,1261,1325.45,1261,1317.55,82348,4610
25-May-17,Bajaj Finance Ltd,1240,1267.05,1229.45,1260.05,75498,5679
24-May-17,Bajaj Finance Ltd,1235,1253.95,1210.3,1223.2,217542,3398
23-May-17,Bajaj Finance Ltd,1250,1264.5,1190.4,1238.8,104168,4425
22-May-17,Bajaj Finance Ltd,1291,1303.45,1237,1241.95,57793,2327
19-May-17,Bajaj Finance Ltd,1328.15,1334.85,1268,1291.5,88025,3148
18-May-17,Bajaj Finance Ltd,1299.9,1342.5,1295,1312.45,201187,3130
17-May-17,Bajaj Finance Ltd,1350,1373.9,1300,1322.8,258910,10484
16-May-17,Bajaj Finance Ltd,1333,1356.85,1328.25,1344.2,95577,3281
15-May-17,Bajaj Finance Ltd,1322,1347.75,1319.05,1332.7,217053,2122
12-May-17,Bajaj Finance Ltd,1340,1340,1305,1315.45,57969,1820
11-May-17,Bajaj Finance Ltd,1328.35,1344.7,1319,1338.2,59866,2277
10-May-17,Bajaj Finance Ltd,1296.85,1330.9,1292.3,1326.4,95742,4424
09-May-17,Bajaj Finance Ltd,1275.4,1295.3,1264.5,1285.35,98837,2995
08-May-17,Bajaj Finance Ltd,1283.9,1285.65,1261,1272.35,32593,1446
05-May-17,Bajaj Finance Ltd,1296.4,1303.05,1265.9,1273.8,51869,2298
04-May-17,Bajaj Finance Ltd,1272,1311.05,1272,1296.4,125550,5360
03-May-17,Bajaj Finance Ltd,1270,1281.15,1260.1,1270.1,262478,3262
02-May-17,Bajaj Finance Ltd,1279,1284.95,1259.2,1269.7,60499,2725
28-Apr-17,Bajaj Finance Ltd,1287,1295,1271.1,1275.85,130388,2954
27-Apr-17,Bajaj Finance Ltd,1312,1312,1279.95,1285.85,58446,2871
26-Apr-17,Bajaj Finance Ltd,1350,1350,1305,1311.75,68971,4003
25-Apr-17,Bajaj Finance Ltd,1277.05,1349.8,1276.7,1341.85,211326,10575
24-Apr-17,Bajaj Finance Ltd,1260,1274,1242.55,1270.4,57559,2337
21-Apr-17,Bajaj Finance Ltd,1252,1261,1237,1246.95,37823,1731
20-Apr-17,Bajaj Finance Ltd,1244,1258.2,1244,1251.9,35464,1372
19-Apr-17,Bajaj Finance Ltd,1230,1255,1219.55,1243.95,62548,2704
18-Apr-17,Bajaj Finance Ltd,1258,1270,1230.5,1237.75,46042,2111
17-Apr-17,Bajaj Finance Ltd,1268.75,1281.05,1250,1260.7,63706,1952
13-Apr-17,Bajaj Finance Ltd,1263,1291,1260,1268.95,44899,1865
12-Apr-17,Bajaj Finance Ltd,1251.6,1278.05,1248.75,1264.9,87406,3369
11-Apr-17,Bajaj Finance Ltd,1250,1273.5,1243.5,1255.7,130013,4240
10-Apr-17,Bajaj Finance Ltd,1204,1253.7,1189.55,1235.5,111790,4540
07-Apr-17,Bajaj Finance Ltd,1195,1223.9,1184,1198.75,825416,5077
06-Apr-17,Bajaj Finance Ltd,1165,1204,1165,1198.7,108257,2817
05-Apr-17,Bajaj Finance Ltd,1183,1186.05,1152.6,1173.3,109964,2031
03-Apr-17,Bajaj Finance Ltd,1175,1188.75,1161,1182.9,57327,2889
31-Mar-17,Bajaj Finance Ltd,1180,1184.4,1168.5,1174.1,116328,1601
30-Mar-17,Bajaj Finance Ltd,1182.1,1190.3,1172.85,1180.3,40347,1519
29-Mar-17,Bajaj Finance Ltd,1194,1203.95,1176.05,1181.9,85593,2511
28-Mar-17,Bajaj Finance Ltd,1186,1204.5,1186,1194.1,74775,2971
27-Mar-17,Bajaj Finance Ltd,1180,1187.45,1172.85,1183.05,70860,2480
24-Mar-17,Bajaj Finance Ltd,1185,1197.8,1172.35,1179.5,75824,2766
23-Mar-17,Bajaj Finance Ltd,1159,1189.45,1159,1183.6,78090,2760
22-Mar-17,Bajaj Finance Ltd,1162,1166.5,1149.95,1158.8,60827,2008
21-Mar-17,Bajaj Finance Ltd,1178,1184.95,1149.1,1174.9,163545,5729
20-Mar-17,Bajaj Finance Ltd,1159,1192,1143.8,1178,79028,2114
17-Mar-17,Bajaj Finance Ltd,1168,1184,1151.5,1158.2,185837,3038
16-Mar-17,Bajaj Finance Ltd,1134.85,1175.05,1131.55,1158.75,83337,3129
15-Mar-17,Bajaj Finance Ltd,1129,1142.05,1125.1,1134.15,56111,2651
14-Mar-17,Bajaj Finance Ltd,1118.4,1134.75,1104,1124.65,154967,6672
10-Mar-17,Bajaj Finance Ltd,1082.6,1100,1082.6,1094.2,315982,3832
09-Mar-17,Bajaj Finance Ltd,1075,1094.5,1067.85,1088.1,177740,6769
08-Mar-17,Bajaj Finance Ltd,1055,1081.85,1049.45,1079.15,129396,4719
07-Mar-17,Bajaj Finance Ltd,1036,1054.5,1024.5,1052.2,134243,3727
06-Mar-17,Bajaj Finance Ltd,1050.4,1057,1028.7,1035.7,103486,4868
03-Mar-17,Bajaj Finance Ltd,1048,1055,1025.1,1043.7,116476,6040
02-Mar-17,Bajaj Finance Ltd,1078.25,1089.95,1020,1047.4,217475,8663
01-Mar-17,Bajaj Finance Ltd,1111,1129.2,1070.15,1075.35,114744,5160
28-Feb-17,Bajaj Finance Ltd,1090.05,1118.8,1090.05,1107.3,81767,6239
27-Feb-17,Bajaj Finance Ltd,1068.15,1102.75,1068.15,1088.75,243875,4427
23-Feb-17,Bajaj Finance Ltd,1080,1099,1065,1068.05,85351,3645
22-Feb-17,Bajaj Finance Ltd,1096,1104.5,1068.5,1079.2,64270,2719
21-Feb-17,Bajaj Finance Ltd,1090.7,1104.9,1086,1095.65,50507,1451
20-Feb-17,Bajaj Finance Ltd,1088,1110,1052.6,1100.35,73764,3664
17-Feb-17,Bajaj Finance Ltd,1107.5,1117,1081.65,1088.85,137040,6116
16-Feb-17,Bajaj Finance Ltd,1040,1102,1035.4,1091.65,128474,4427
15-Feb-17,Bajaj Finance Ltd,1060,1064.4,1029.35,1040.05,66499,2607
14-Feb-17,Bajaj Finance Ltd,1064.95,1068.5,1054.2,1058.7,348980,1997
13-Feb-17,Bajaj Finance Ltd,1059,1070,1044,1058.25,69701,2629
10-Feb-17,Bajaj Finance Ltd,1043.3,1058.2,1039.05,1053.75,54339,2487
