Date,company,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades
09-Aug-17, Bajaj Hindusthan Sugar Ltd,15.2,15.3,14.85,14.9,1626202,1388
08-Aug-17, Bajaj Hindusthan Sugar Ltd,15.9,15.95,15.25,15.35,1830987,1725
07-Aug-17, Bajaj Hindusthan Sugar Ltd,15.6,16.35,15.6,16.05,2028978,2138
04-Aug-17, Bajaj Hindusthan Sugar Ltd,15.55,15.8,15.3,15.6,1964869,2020
03-Aug-17, Bajaj Hindusthan Sugar Ltd,15.9,16.15,15.05,15.55,2356121,2774
02-Aug-17, Bajaj Hindusthan Sugar Ltd,15.8,16.4,15.7,15.95,2244873,2621
01-Aug-17, Bajaj Hindusthan Sugar Ltd,16.15,16.2,15.65,15.75,1286193,1531
31-Jul-17, Bajaj Hindusthan Sugar Ltd,15.75,16.5,15.35,15.91,1741371,2418
28-Jul-17, Bajaj Hindusthan Sugar Ltd,15.65,16.08,15.5,15.71,1721864,2254
27-Jul-17, Bajaj Hindusthan Sugar Ltd,16.48,16.65,15.77,15.87,2215571,2719
26-Jul-17, Bajaj Hindusthan Sugar Ltd,17.5,17.6,16.53,16.62,2945884,3699
25-Jul-17, Bajaj Hindusthan Sugar Ltd,16.15,17.59,15.9,17.23,6483214,8964
24-Jul-17, Bajaj Hindusthan Sugar Ltd,16.69,16.94,15.97,16.04,2507352,3448
21-Jul-17, Bajaj Hindusthan Sugar Ltd,15.85,16.65,15.39,16.45,3753450,4707
20-Jul-17, Bajaj Hindusthan Sugar Ltd,15.19,15.85,15.19,15.58,2506590,3329
19-Jul-17, Bajaj Hindusthan Sugar Ltd,15.15,15.33,15,15.03,733018,1017
18-Jul-17, Bajaj Hindusthan Sugar Ltd,15,15.31,14.75,15.05,576127,1044
17-Jul-17, Bajaj Hindusthan Sugar Ltd,15.5,15.5,15.16,15.22,716377,989
14-Jul-17, Bajaj Hindusthan Sugar Ltd,16,16.25,15.21,15.33,2069326,2873
13-Jul-17, Bajaj Hindusthan Sugar Ltd,15.71,15.84,15,15.2,1155986,1597
12-Jul-17, Bajaj Hindusthan Sugar Ltd,15.95,16.02,15.46,15.71,738547,1052
11-Jul-17, Bajaj Hindusthan Sugar Ltd,16.49,16.59,15.65,15.76,1263532,2105
10-Jul-17, Bajaj Hindusthan Sugar Ltd,16.49,16.49,15.81,15.9,1689066,1988
07-Jul-17, Bajaj Hindusthan Sugar Ltd,15.25,16.79,14.92,16.36,5119669,6819
06-Jul-17, Bajaj Hindusthan Sugar Ltd,14.85,15.27,14.85,14.97,602725,884
05-Jul-17, Bajaj Hindusthan Sugar Ltd,15.06,15.06,14.8,14.9,354050,599
04-Jul-17, Bajaj Hindusthan Sugar Ltd,14.83,15.14,14.73,14.86,544738,745
03-Jul-17, Bajaj Hindusthan Sugar Ltd,15,15.1,14.72,14.83,636886,968
30-Jun-17, Bajaj Hindusthan Sugar Ltd,14.55,15.05,14.35,14.65,1103839,1224
29-Jun-17, Bajaj Hindusthan Sugar Ltd,14.35,14.75,14.35,14.6,484135,575
28-Jun-17, Bajaj Hindusthan Sugar Ltd,14.45,14.75,14.25,14.35,600762,799
27-Jun-17, Bajaj Hindusthan Sugar Ltd,14.6,15,14.25,14.35,798640,1131
23-Jun-17, Bajaj Hindusthan Sugar Ltd,15,15.1,14.4,14.55,687024,1146
22-Jun-17, Bajaj Hindusthan Sugar Ltd,15.3,15.5,14.9,14.95,738989,845
21-Jun-17, Bajaj Hindusthan Sugar Ltd,14.65,16.05,14.65,15.3,1843322,1900
20-Jun-17, Bajaj Hindusthan Sugar Ltd,14.95,15,14.65,14.75,305799,439
19-Jun-17, Bajaj Hindusthan Sugar Ltd,15.2,15.4,14.85,14.95,567754,421
16-Jun-17, Bajaj Hindusthan Sugar Ltd,15.25,15.35,15.05,15.2,254656,352
15-Jun-17, Bajaj Hindusthan Sugar Ltd,15.15,15.3,15.05,15.1,423011,513
14-Jun-17, Bajaj Hindusthan Sugar Ltd,15.65,15.65,15,15.25,646106,816
13-Jun-17, Bajaj Hindusthan Sugar Ltd,15.55,16.05,15.45,15.55,674389,767
12-Jun-17, Bajaj Hindusthan Sugar Ltd,15.5,15.65,15.35,15.4,354797,390
09-Jun-17, Bajaj Hindusthan Sugar Ltd,15.5,16.05,15.45,15.55,343933,491
08-Jun-17, Bajaj Hindusthan Sugar Ltd,15.7,15.75,15.5,15.6,296884,402
07-Jun-17, Bajaj Hindusthan Sugar Ltd,16,16,15.6,15.7,241304,360
06-Jun-17, Bajaj Hindusthan Sugar Ltd,16.3,16.3,15.7,15.85,448010,512
05-Jun-17, Bajaj Hindusthan Sugar Ltd,16.55,16.75,16.05,16.15,723355,746
02-Jun-17, Bajaj Hindusthan Sugar Ltd,16.15,16.8,16,16.5,1409923,1745
01-Jun-17, Bajaj Hindusthan Sugar Ltd,15.4,16.15,15.4,15.95,629140,826
31-May-17, Bajaj Hindusthan Sugar Ltd,15.5,15.75,15.3,15.45,556038,558
30-May-17, Bajaj Hindusthan Sugar Ltd,15.55,15.9,15.4,15.55,557926,638
29-May-17, Bajaj Hindusthan Sugar Ltd,16.25,16.75,15.75,15.85,1085331,1141
26-May-17, Bajaj Hindusthan Sugar Ltd,16.25,16.45,15.8,16.1,1427169,1411
25-May-17, Bajaj Hindusthan Sugar Ltd,14.3,16.7,14.3,16.1,3433933,4962
24-May-17, Bajaj Hindusthan Sugar Ltd,14.6,14.9,14.2,14.4,1154803,1070
23-May-17, Bajaj Hindusthan Sugar Ltd,15.45,15.45,14.45,14.7,1261129,1293
22-May-17, Bajaj Hindusthan Sugar Ltd,15.85,15.95,15.25,15.3,621977,630
19-May-17, Bajaj Hindusthan Sugar Ltd,16.1,16.6,15.5,15.7,1509168,1130
18-May-17, Bajaj Hindusthan Sugar Ltd,16.2,16.5,15.75,15.85,701076,600
17-May-17, Bajaj Hindusthan Sugar Ltd,16.2,16.6,16.2,16.5,1035741,696
16-May-17, Bajaj Hindusthan Sugar Ltd,16.5,16.5,15.9,16.35,1034439,815
15-May-17, Bajaj Hindusthan Sugar Ltd,16.7,16.9,16.4,16.45,430415,406
12-May-17, Bajaj Hindusthan Sugar Ltd,16.7,17.15,16.65,16.7,1224523,1123
11-May-17, Bajaj Hindusthan Sugar Ltd,16.5,17.05,16.35,16.55,1005360,1009
10-May-17, Bajaj Hindusthan Sugar Ltd,16.45,16.9,16.4,16.6,1525895,1426
09-May-17, Bajaj Hindusthan Sugar Ltd,15.25,16.6,15.15,16.45,2022792,1880
08-May-17, Bajaj Hindusthan Sugar Ltd,15.6,15.65,15.15,15.2,839881,682
05-May-17, Bajaj Hindusthan Sugar Ltd,16,16.1,15.4,15.5,1357793,1098
04-May-17, Bajaj Hindusthan Sugar Ltd,16.2,16.45,15.85,16.1,1171665,998
03-May-17, Bajaj Hindusthan Sugar Ltd,16.3,16.55,16,16.1,731673,749
02-May-17, Bajaj Hindusthan Sugar Ltd,16.65,16.85,16.1,16.2,1385967,1291
28-Apr-17, Bajaj Hindusthan Sugar Ltd,16.9,17.3,16.61,16.65,1032769,1270
27-Apr-17, Bajaj Hindusthan Sugar Ltd,16.65,16.98,16.6,16.81,759336,1092
26-Apr-17, Bajaj Hindusthan Sugar Ltd,17.29,17.44,16.59,16.68,1462498,1731
25-Apr-17, Bajaj Hindusthan Sugar Ltd,18.15,18.15,16.72,17.06,1905845,3020
24-Apr-17, Bajaj Hindusthan Sugar Ltd,17.85,18.44,17.56,17.75,3981783,5191
21-Apr-17, Bajaj Hindusthan Sugar Ltd,16.65,17.8,16.61,17.55,8861256,12178
20-Apr-17, Bajaj Hindusthan Sugar Ltd,14.5,15.7,14.48,15.54,4329032,5198
19-Apr-17, Bajaj Hindusthan Sugar Ltd,14.17,14.49,14.03,14.39,1166512,1683
18-Apr-17, Bajaj Hindusthan Sugar Ltd,14.34,14.58,13.95,14.04,701063,922
17-Apr-17, Bajaj Hindusthan Sugar Ltd,14.2,14.37,14.09,14.26,751990,871
13-Apr-17, Bajaj Hindusthan Sugar Ltd,14.23,14.35,14.05,14.23,657803,836
12-Apr-17, Bajaj Hindusthan Sugar Ltd,14.25,14.55,13.85,14.23,1670758,2266
11-Apr-17, Bajaj Hindusthan Sugar Ltd,14,14.59,13.93,14.17,1291212,1648
10-Apr-17, Bajaj Hindusthan Sugar Ltd,13.66,14.16,13.62,14.01,786572,1066
07-Apr-17, Bajaj Hindusthan Sugar Ltd,14.25,14.25,13.49,13.64,588038,981
06-Apr-17, Bajaj Hindusthan Sugar Ltd,13.98,14.21,13.84,14.1,874627,1409
05-Apr-17, Bajaj Hindusthan Sugar Ltd,13.85,14.05,13.67,13.96,1283910,1933
03-Apr-17, Bajaj Hindusthan Sugar Ltd,13.42,13.76,13.4,13.72,1022171,1812
31-Mar-17, Bajaj Hindusthan Sugar Ltd,13.35,13.6,13.28,13.34,794906,1419
30-Mar-17, Bajaj Hindusthan Sugar Ltd,13.15,13.65,13.12,13.42,1172021,1547
29-Mar-17, Bajaj Hindusthan Sugar Ltd,13.49,13.51,13.08,13.12,1031239,1600
28-Mar-17, Bajaj Hindusthan Sugar Ltd,13.53,13.6,13.39,13.43,2120229,1122
27-Mar-17, Bajaj Hindusthan Sugar Ltd,13.8,13.8,13.4,13.45,1270641,1783
24-Mar-17, Bajaj Hindusthan Sugar Ltd,14.02,14.02,13.66,13.76,727063,1115
23-Mar-17, Bajaj Hindusthan Sugar Ltd,14.1,14.14,13.93,13.98,890133,1187
22-Mar-17, Bajaj Hindusthan Sugar Ltd,14,14.25,13.85,13.99,1261040,1467
21-Mar-17, Bajaj Hindusthan Sugar Ltd,14.12,14.16,14,14.01,595877,931
20-Mar-17, Bajaj Hindusthan Sugar Ltd,14.35,14.35,14.05,14.11,749428,1614
17-Mar-17, Bajaj Hindusthan Sugar Ltd,14.13,14.4,14,14.22,1522150,2428
16-Mar-17, Bajaj Hindusthan Sugar Ltd,14.14,14.24,14,14.12,935530,1480
15-Mar-17, Bajaj Hindusthan Sugar Ltd,14.35,14.38,14.03,14.08,645637,1083
14-Mar-17, Bajaj Hindusthan Sugar Ltd,14.71,14.79,14.21,14.25,1368022,2320
10-Mar-17, Bajaj Hindusthan Sugar Ltd,14.42,14.65,14.1,14.18,1059078,1894
09-Mar-17, Bajaj Hindusthan Sugar Ltd,14.2,14.42,14.07,14.34,1310440,1797
08-Mar-17, Bajaj Hindusthan Sugar Ltd,14.54,14.54,14.1,14.13,504168,1117
07-Mar-17, Bajaj Hindusthan Sugar Ltd,14.75,14.8,14.34,14.45,975798,1235
06-Mar-17, Bajaj Hindusthan Sugar Ltd,14.75,14.92,14.57,14.65,1761748,2400
03-Mar-17, Bajaj Hindusthan Sugar Ltd,14.4,14.95,13.92,14.47,2013773,3195
02-Mar-17, Bajaj Hindusthan Sugar Ltd,14.6,14.67,14.26,14.32,444062,874
01-Mar-17, Bajaj Hindusthan Sugar Ltd,14.42,14.75,14.42,14.57,346275,731
28-Feb-17, Bajaj Hindusthan Sugar Ltd,14.4,14.6,14.35,14.53,565667,986
27-Feb-17, Bajaj Hindusthan Sugar Ltd,14.62,14.95,14.2,14.36,1334442,2238
23-Feb-17, Bajaj Hindusthan Sugar Ltd,14.84,14.85,14.53,14.57,770124,1220
22-Feb-17, Bajaj Hindusthan Sugar Ltd,15.03,15.05,14.45,14.64,615737,1184
21-Feb-17, Bajaj Hindusthan Sugar Ltd,15.2,15.27,14.92,15.07,732767,1058
20-Feb-17, Bajaj Hindusthan Sugar Ltd,14.5,15.39,14.5,15.24,1694675,2890
17-Feb-17, Bajaj Hindusthan Sugar Ltd,14.61,14.9,14.41,14.44,777534,1340
16-Feb-17, Bajaj Hindusthan Sugar Ltd,14.42,14.8,14.35,14.58,971403,1513
15-Feb-17, Bajaj Hindusthan Sugar Ltd,15.1,15.12,14.32,14.44,1210068,1927
14-Feb-17, Bajaj Hindusthan Sugar Ltd,15.35,15.75,15,15.08,930777,1616
13-Feb-17, Bajaj Hindusthan Sugar Ltd,15.86,16.17,15.5,15.69,1556488,2663
10-Feb-17, Bajaj Hindusthan Sugar Ltd,15.75,16.44,15.64,15.79,1215254,2077
09-Feb-17, Bajaj Hindusthan Sugar Ltd,15.55,16.12,15.55,15.82,1108295,1618
08-Feb-17, Bajaj Hindusthan Sugar Ltd,16.14,16.2,15.51,15.58,1067948,1656
07-Feb-17, Bajaj Hindusthan Sugar Ltd,16.5,16.82,15.7,15.96,2197914,3919
06-Feb-17, Bajaj Hindusthan Sugar Ltd,15.07,16.4,15.07,16.25,2913245,4433
03-Feb-17, Bajaj Hindusthan Sugar Ltd,14.8,15.35,14.8,15.03,1331147,1987
02-Feb-17, Bajaj Hindusthan Sugar Ltd,14.5,14.84,14.25,14.78,1237760,1988
01-Feb-17, Bajaj Hindusthan Sugar Ltd,14.55,14.59,14.3,14.44,687146,1048
31-Jan-17, Bajaj Hindusthan Sugar Ltd,14.42,14.5,14.28,14.4,455819,803
30-Jan-17, Bajaj Hindusthan Sugar Ltd,14.47,14.65,14.28,14.37,471852,712
27-Jan-17, Bajaj Hindusthan Sugar Ltd,14.5,14.8,14.46,14.49,636886,1243
25-Jan-17, Bajaj Hindusthan Sugar Ltd,14.4,14.79,14.25,14.42,836800,1805
24-Jan-17, Bajaj Hindusthan Sugar Ltd,14.29,14.5,14.22,14.4,434528,800
23-Jan-17, Bajaj Hindusthan Sugar Ltd,14.4,14.64,14.25,14.29,503852,859
20-Jan-17, Bajaj Hindusthan Sugar Ltd,14.6,14.73,14.25,14.38,878528,1369
19-Jan-17, Bajaj Hindusthan Sugar Ltd,14.85,14.94,14.57,14.61,543280,1018
18-Jan-17, Bajaj Hindusthan Sugar Ltd,15,15.17,14.75,14.8,652882,1092
17-Jan-17, Bajaj Hindusthan Sugar Ltd,14.9,15.32,14.81,14.96,692665,1107
16-Jan-17, Bajaj Hindusthan Sugar Ltd,15.23,15.3,14.8,14.86,542822,1015
13-Jan-17, Bajaj Hindusthan Sugar Ltd,15.15,15.57,14.96,15.2,865701,1517
12-Jan-17, Bajaj Hindusthan Sugar Ltd,15.47,15.65,14.98,15.06,614742,1148
11-Jan-17, Bajaj Hindusthan Sugar Ltd,15.99,16.05,15.33,15.45,1095847,1861
10-Jan-17, Bajaj Hindusthan Sugar Ltd,14.99,16,14.9,15.84,1875805,3196
09-Jan-17, Bajaj Hindusthan Sugar Ltd,14.65,15.07,14.65,14.84,468507,730
06-Jan-17, Bajaj Hindusthan Sugar Ltd,15.1,15.28,14.65,14.79,895426,1276
05-Jan-17, Bajaj Hindusthan Sugar Ltd,15.38,15.49,14.8,15,797993,1265
04-Jan-17, Bajaj Hindusthan Sugar Ltd,15.25,15.66,15.2,15.25,923737,1601
03-Jan-17, Bajaj Hindusthan Sugar Ltd,15,15.39,15,15.1,1153659,2208
02-Jan-17, Bajaj Hindusthan Sugar Ltd,14.15,14.9,13.93,14.78,1182833,2534
31-Dec-18,Bajaj Finance Ltd,2665,2665,2633.7,2641.15,70606,3832
28-Dec-18,Bajaj Finance Ltd,2590.15,2638.5,2587,2631.65,77758,4345
27-Dec-18,Bajaj Finance Ltd,2630,2630,2571,2581.8,71033,3378
26-Dec-18,Bajaj Finance Ltd,2555,2582.65,2504.9,2569.4,312481,5705
24-Dec-18,Bajaj Finance Ltd,2597,2601.6,2555,2565,75789,3673
21-Dec-18,Bajaj Finance Ltd,2614.4,2667.4,2534.05,2601.35,144651,6198
20-Dec-18,Bajaj Finance Ltd,2570,2609,2535,2591.5,83058,4020
19-Dec-18,Bajaj Finance Ltd,2550,2630,2546,2599.1,172716,7986
18-Dec-18,Bajaj Finance Ltd,2470,2538.6,2448,2530.3,89121,4097
17-Dec-18,Bajaj Finance Ltd,2488,2510.05,2472.15,2477.95,56776,2863
14-Dec-18,Bajaj Finance Ltd,2488.9,2510,2468,2488,83404,2989
13-Dec-18,Bajaj Finance Ltd,2506.6,2528.2,2475,2489.6,110323,4824
12-Dec-18,Bajaj Finance Ltd,2449.9,2512.45,2434.1,2494.45,252594,5332
11-Dec-18,Bajaj Finance Ltd,2335,2446.9,2330,2431.35,156866,6882
10-Dec-18,Bajaj Finance Ltd,2415.1,2442.35,2386.4,2397.75,80088,3888
07-Dec-18,Bajaj Finance Ltd,2449,2498,2417.4,2488.1,91256,3779
06-Dec-18,Bajaj Finance Ltd,2484,2493.05,2416.95,2431.4,53892,2631
05-Dec-18,Bajaj Finance Ltd,2531,2535.75,2473.6,2495.35,39543,2209
04-Dec-18,Bajaj Finance Ltd,2508,2543.55,2497,2539.25,55114,2661
03-Dec-18,Bajaj Finance Ltd,2549,2555.05,2489.9,2507.05,68841,3026
30-Nov-18,Bajaj Finance Ltd,2536,2564.15,2507.6,2528.4,214228,7537
29-Nov-18,Bajaj Finance Ltd,2434.45,2522.2,2419.35,2505.7,465578,7235
28-Nov-18,Bajaj Finance Ltd,2450,2450,2398.2,2411.2,62293,2876
27-Nov-18,Bajaj Finance Ltd,2392.7,2436.25,2375.1,2431.25,92017,3866
26-Nov-18,Bajaj Finance Ltd,2391,2413.35,2347.35,2392.7,100215,4280
22-Nov-18,Bajaj Finance Ltd,2436,2453.6,2362,2378.25,76810,3753
21-Nov-18,Bajaj Finance Ltd,2410,2435,2363,2429.85,126256,4563
20-Nov-18,Bajaj Finance Ltd,2360,2391.35,2347,2381,89025,3907
19-Nov-18,Bajaj Finance Ltd,2414,2423.35,2352,2360.65,136874,5023
16-Nov-18,Bajaj Finance Ltd,2351,2411.35,2344.5,2397.15,81220,4223
15-Nov-18,Bajaj Finance Ltd,2293,2345,2285.55,2339.4,80395,3288
14-Nov-18,Bajaj Finance Ltd,2298,2318.1,2265.75,2292.7,81427,3485
13-Nov-18,Bajaj Finance Ltd,2267,2311.5,2234,2285,112535,5256
12-Nov-18,Bajaj Finance Ltd,2375,2382.05,2273,2279.8,92064,4160
09-Nov-18,Bajaj Finance Ltd,2358.95,2380,2336.4,2375.9,56158,2599
07-Nov-18,Bajaj Finance Ltd,2360,2366.4,2345,2349.1,11258,747
06-Nov-18,Bajaj Finance Ltd,2366.05,2390,2327.5,2338,85455,4115
05-Nov-18,Bajaj Finance Ltd,2399,2405.9,2333.9,2359.95,76279,4096
02-Nov-18,Bajaj Finance Ltd,2437.4,2474.5,2369.15,2383.3,146969,6625
01-Nov-18,Bajaj Finance Ltd,2378,2435,2371.75,2417.95,108064,4541
31-Oct-18,Bajaj Finance Ltd,2380,2388.7,2308.25,2374.7,167030,7008
30-Oct-18,Bajaj Finance Ltd,2430,2430,2354,2358.3,134295,5574
29-Oct-18,Bajaj Finance Ltd,2357.7,2394,2316.5,2381.5,159320,7066
26-Oct-18,Bajaj Finance Ltd,2335,2374.4,2279.25,2338,246920,10435
25-Oct-18,Bajaj Finance Ltd,2295,2345.5,2260,2332.75,245769,12558
24-Oct-18,Bajaj Finance Ltd,2162.05,2350,2160.1,2312.6,604784,31770
23-Oct-18,Bajaj Finance Ltd,2098.9,2151,2000.8,2083.95,505933,25517
22-Oct-18,Bajaj Finance Ltd,2182,2218.6,2092.9,2118.45,200047,9397
19-Oct-18,Bajaj Finance Ltd,2164,2195.95,2055,2140.75,285001,12408
17-Oct-18,Bajaj Finance Ltd,2348,2365.45,2135.4,2151.55,367654,12312
16-Oct-18,Bajaj Finance Ltd,2325,2362,2286.3,2307.55,164321,6274
15-Oct-18,Bajaj Finance Ltd,2318,2322.05,2264.35,2306.75,157043,6509
12-Oct-18,Bajaj Finance Ltd,2229.85,2318.2,2219.95,2289.5,209789,9239
11-Oct-18,Bajaj Finance Ltd,2100,2229,2063.95,2163.7,334256,15135
10-Oct-18,Bajaj Finance Ltd,2086,2300.35,2086,2266.05,448676,20770
09-Oct-18,Bajaj Finance Ltd,1988.05,2113.5,1950.1,2061.8,544009,14899
08-Oct-18,Bajaj Finance Ltd,1998,2088,1912,1973.8,383228,18438
05-Oct-18,Bajaj Finance Ltd,2162,2212.4,1971,2038.1,226974,8995
04-Oct-18,Bajaj Finance Ltd,2180,2213,2119.1,2175.05,269567,12158
03-Oct-18,Bajaj Finance Ltd,2212,2328.75,2167.25,2229.85,294693,13287
01-Oct-18,Bajaj Finance Ltd,2171,2228,2052.5,2208.65,294432,12724
28-Sep-18,Bajaj Finance Ltd,2248,2248.9,2118.6,2167.4,217723,10592
27-Sep-18,Bajaj Finance Ltd,2320.55,2320.55,2191.05,2204.05,131238,8040
26-Sep-18,Bajaj Finance Ltd,2329.8,2354.1,2296.6,2316.55,130599,9063
25-Sep-18,Bajaj Finance Ltd,2244.7,2330,2181,2302.15,336430,17018
24-Sep-18,Bajaj Finance Ltd,2407,2420,2171,2259.35,545333,25643
21-Sep-18,Bajaj Finance Ltd,2521,2558.4,2000,2384.6,375420,15922
19-Sep-18,Bajaj Finance Ltd,2600,2600,2490.15,2499,122164,5580
18-Sep-18,Bajaj Finance Ltd,2595,2627.95,2553.6,2570.25,99345,4164
17-Sep-18,Bajaj Finance Ltd,2660,2660,2590.1,2605.95,75952,3686
14-Sep-18,Bajaj Finance Ltd,2634.8,2678,2625.8,2668.85,100839,4598
12-Sep-18,Bajaj Finance Ltd,2610,2637.35,2518,2593.75,180880,8038
11-Sep-18,Bajaj Finance Ltd,2621,2669,2561.55,2601.4,182441,8776
10-Sep-18,Bajaj Finance Ltd,2723,2737.4,2599,2616.8,120507,6101
07-Sep-18,Bajaj Finance Ltd,2710,2750.4,2673.8,2740.05,104537,4810
06-Sep-18,Bajaj Finance Ltd,2760,2760,2665,2682.6,86626,4449
05-Sep-18,Bajaj Finance Ltd,2749,2766,2669.85,2719.4,105861,5407
04-Sep-18,Bajaj Finance Ltd,2737.8,2775.35,2685,2750.95,3103920,10777
03-Sep-18,Bajaj Finance Ltd,2884.95,2884.95,2717,2727.5,119833,7139
31-Aug-18,Bajaj Finance Ltd,2930,2953.35,2845.5,2859.15,66516,3807
30-Aug-18,Bajaj Finance Ltd,2993.95,2995.1,2921.6,2931.05,50418,2610
29-Aug-18,Bajaj Finance Ltd,2931,2993,2931,2984.05,57319,2702
28-Aug-18,Bajaj Finance Ltd,2984.25,2984.25,2931.15,2934.9,64961,3198
27-Aug-18,Bajaj Finance Ltd,2941,2959.7,2926,2952.25,44827,2975
24-Aug-18,Bajaj Finance Ltd,2895,2944.15,2892.55,2912.7,72430,3559
23-Aug-18,Bajaj Finance Ltd,2899.9,2909,2872.8,2892.75,53726,2709
21-Aug-18,Bajaj Finance Ltd,2842.85,2883,2827.05,2871.4,45495,2219
20-Aug-18,Bajaj Finance Ltd,2857.75,2877,2836.2,2839,29970,1636
17-Aug-18,Bajaj Finance Ltd,2864.95,2886,2840,2852.85,37214,1780
16-Aug-18,Bajaj Finance Ltd,2835,2908.8,2824.35,2857,123227,6019
14-Aug-18,Bajaj Finance Ltd,2766.95,2837.9,2766.95,2828.7,60466,3165
13-Aug-18,Bajaj Finance Ltd,2806.8,2808,2756.05,2761.4,53495,2557
10-Aug-18,Bajaj Finance Ltd,2825.95,2835.85,2793,2806.8,61687,3582
09-Aug-18,Bajaj Finance Ltd,2818,2850,2805,2828.35,85099,3518
08-Aug-18,Bajaj Finance Ltd,2755.5,2817.4,2752.6,2810.95,158756,7089
07-Aug-18,Bajaj Finance Ltd,2699,2756.1,2680.9,2746.5,74801,3248
06-Aug-18,Bajaj Finance Ltd,2682,2710.2,2668,2692.65,38164,2408
03-Aug-18,Bajaj Finance Ltd,2734.8,2734.8,2660.45,2680.05,46094,2585
02-Aug-18,Bajaj Finance Ltd,2724,2724,2679,2683.35,44534,2064
01-Aug-18,Bajaj Finance Ltd,2720.95,2769.5,2703.6,2722.55,92832,4383
31-Jul-18,Bajaj Finance Ltd,2671.05,2710,2671,2698.55,35984,2047
30-Jul-18,Bajaj Finance Ltd,2720.75,2721.8,2666,2678.65,43350,2477
27-Jul-18,Bajaj Finance Ltd,2684,2724,2667.55,2708.4,69852,3203
26-Jul-18,Bajaj Finance Ltd,2702.95,2729.75,2655.6,2683.55,287759,4894
25-Jul-18,Bajaj Finance Ltd,2729.8,2778.5,2685.55,2702.95,194642,15782
24-Jul-18,Bajaj Finance Ltd,2760,2760.05,2689,2712.9,100931,5245
23-Jul-18,Bajaj Finance Ltd,2725,2798,2719.1,2759.75,203907,10707
20-Jul-18,Bajaj Finance Ltd,2520,2744.95,2488.65,2721.5,439889,21548
19-Jul-18,Bajaj Finance Ltd,2500,2535.5,2360,2517.6,299386,14579
18-Jul-18,Bajaj Finance Ltd,2494.8,2521.7,2472.8,2488.05,117262,4650
17-Jul-18,Bajaj Finance Ltd,2485,2490.15,2436.6,2472.05,52401,2719
16-Jul-18,Bajaj Finance Ltd,2477,2498,2462.75,2473.35,50362,2557
13-Jul-18,Bajaj Finance Ltd,2449,2475,2422.8,2460.35,160381,3519
12-Jul-18,Bajaj Finance Ltd,2366.9,2430,2364.05,2414.3,104661,4288
11-Jul-18,Bajaj Finance Ltd,2370,2382.25,2349.85,2355.2,34756,1392
10-Jul-18,Bajaj Finance Ltd,2369,2381,2349,2366.3,47349,1820
09-Jul-18,Bajaj Finance Ltd,2365,2365,2338.25,2346.6,136326,1128
06-Jul-18,Bajaj Finance Ltd,2351,2354.6,2325,2341.7,35107,1534
05-Jul-18,Bajaj Finance Ltd,2336,2349,2325,2329.45,24927,1165
04-Jul-18,Bajaj Finance Ltd,2348.7,2348.7,2308,2331.95,57063,2548
03-Jul-18,Bajaj Finance Ltd,2305,2334,2289,2321.5,61690,2602
02-Jul-18,Bajaj Finance Ltd,2299,2314.4,2282,2298.4,36831,1836
29-Jun-18,Bajaj Finance Ltd,2277,2319.8,2272.3,2296.95,64187,3712
28-Jun-18,Bajaj Finance Ltd,2358,2358,2255.25,2271.85,61480,3421
27-Jun-18,Bajaj Finance Ltd,2380,2385,2322.45,2333.75,52253,2544
26-Jun-18,Bajaj Finance Ltd,2389,2419.55,2344.05,2366.6,99687,4576
25-Jun-18,Bajaj Finance Ltd,2385,2398.2,2339,2389.15,161696,4841
22-Jun-18,Bajaj Finance Ltd,2269.15,2344.5,2252.6,2335.1,84266,3461
21-Jun-18,Bajaj Finance Ltd,2268,2285.3,2248.9,2257.15,37375,1440
20-Jun-18,Bajaj Finance Ltd,2285,2301.5,2258,2265.35,130870,1965
19-Jun-18,Bajaj Finance Ltd,2245,2280,2232,2269.9,39842,1881
18-Jun-18,Bajaj Finance Ltd,2289.95,2296.45,2239,2245.15,53007,1790
15-Jun-18,Bajaj Finance Ltd,2252,2290,2233.05,2283.2,79804,3226
14-Jun-18,Bajaj Finance Ltd,2233,2249.05,2199,2238.25,53402,2014
13-Jun-18,Bajaj Finance Ltd,2270,2275,2230,2232.9,44564,1884
12-Jun-18,Bajaj Finance Ltd,2256,2274.8,2237,2256.65,82895,3256
11-Jun-18,Bajaj Finance Ltd,2205,2253.6,2200,2244.85,99266,3894
08-Jun-18,Bajaj Finance Ltd,2170.8,2250,2148.8,2205.05,104652,4279
07-Jun-18,Bajaj Finance Ltd,2173,2195,2164.05,2170.8,108873,5168
06-Jun-18,Bajaj Finance Ltd,2119,2169.65,2109,2155,112157,4334
05-Jun-18,Bajaj Finance Ltd,2065.8,2120,2055,2100.7,40221,2031
04-Jun-18,Bajaj Finance Ltd,2104.6,2104.6,2050,2058.85,1086847,2298
01-Jun-18,Bajaj Finance Ltd,2132,2135,2069.65,2075.7,46684,2059
31-May-18,Bajaj Finance Ltd,2140,2148.75,2100.05,2108.1,58748,2351
30-May-18,Bajaj Finance Ltd,2060.25,2130,2060.25,2115.35,69586,3135
29-May-18,Bajaj Finance Ltd,2130,2130,2068,2077.2,42883,1673
28-May-18,Bajaj Finance Ltd,2134,2137.45,2086.9,2094.15,38930,1832
